Organization,Dyn,Func,Dec,,DynFunc,FuncDec,DynDec,Relatedness
UNICT-DMI,2,30,7,,1,1,1,1
Unidata,38,69,44,,1,1,1,1
uniflex,16,5,2,,1,1,1,1
UNINETT,164,772,290,,1,1,1,1
unintended,43,24,0,,1,0,0,1
unioslo,261,421,200,,1,1,1,1
UniPiTechnology,0,8,0,,0,0,0,0
uniqna,0,14,11,,0,1,0,1
UniShared,7,5,17,,1,1,1,1
Unisound,0,6,0,,0,0,0,0
unistra,4,14,8,,1,1,1,1
UniStuttgart-VISUS,0,16,1,,0,1,0,1
unit9,0,6,0,,0,0,0,0
UnitedIncome,0,1,0,,0,0,0,0
unitedstack,17,15,23,,1,1,1,1
unitedstates,5,6,2,,1,1,1,1
unitusdev,0,54,2,,0,1,0,1
Unity-Technologies,0,6,0,,0,0,0,0
univ-of-utah-marriott-library-apple,1,18,11,,1,1,1,1
UniversalDependencies,0,5,0,,0,0,0,0
UniversalDevicesInc,1,12,3,,1,1,1,1
UniversityOfNicosia,0,1,0,,0,0,0,0
unix-thrust,0,3,0,,0,0,0,0
unixfreak0037,3,1,1,,1,1,1,1
unixhot,56,26,14,,1,1,1,1
UnixJunkie,0,3,0,,0,0,0,0
unixsurfer,11,7,38,,1,1,1,1
unixunion,10,3,1,,1,1,1,1
unkcpz,0,54,25,,0,1,0,1
UnkL4b,0,1,0,,0,0,0,0
unkn0wnxx,0,11,1,,0,1,0,1
unknownuser88,2,9,4,,1,1,1,1
unkyulee,1,9,0,,1,0,0,1
UnnamedHero,0,2,0,,0,0,0,0
UnnamedMoose,0,1,0,,0,0,0,0
unoacm,0,27,1,,0,1,0,1
unobtanium-official,0,3,0,,0,0,0,0
Unofficial-Extend-Project-Mirror,56,108,10,,1,1,1,1
unrblt,2,2,0,,1,0,0,1
unrealcv,0,8,2,,0,1,0,1
unsuthee,0,8,0,,0,0,0,0
unt-libraries,72,63,12,,1,1,1,1
untergeek,4,2,0,,1,0,0,1
Unthinkingbit,0,2,0,,0,0,0,0
untitaker,1,3,1,,1,1,1,1
unwireddevices,0,2,0,,0,0,0,0
unwitting,0,2,0,,0,0,0,0
uoaerg,10,22,0,,1,0,0,1
UofTCoders,0,1,0,,0,0,0,0
uolter,3,1,4,,1,1,1,1
UOSHUB,1,45,35,,1,1,1,1
up9cloud,22,16,18,,1,1,1,1
UPB-FILS,0,3,0,,0,0,0,0
UpCloudLtd,9,12,13,,1,1,1,1
updatengine,18,25,4,,1,1,1,1
UPDDI,5,29,27,,1,1,1,1
upgrades-migrations,27,70,43,,1,1,1,1
uploadcare,14,29,38,,1,1,1,1
uplusware,0,3,0,,0,0,0,0
uppsaladatavetare,8,39,30,,1,1,1,1
UppsalaNLP,0,28,0,,0,0,0,0
upsidetravel,0,1,0,,0,0,0,0
upsight,28,17,6,,1,1,1,1
UptakeOpenSource,0,10,0,,0,0,0,0
uptane,0,2,1,,0,1,0,1
uptimejp,0,4,3,,0,1,0,1
uptimerobot,0,24,1,,0,1,0,1
upul,0,19,5,,0,1,0,1
uqlibrary,1,4,0,,1,0,0,1
uqyge,1,39,0,,1,0,0,1
uralbash,8,2,0,,1,0,0,1
uranusjr,4,38,13,,1,1,1,1
UrbanCCD-UChicago,12,77,45,,1,1,1,1
urbansearchTUD,1,22,14,,1,1,1,1
urbanspectra-nyc,0,1,0,,0,0,0,0
urbiforge,0,4,22,,0,1,0,1
urfonline,5,4,2,,1,1,1,1
urho3d,0,1,0,,0,0,0,0
UriAceves,0,2,0,,0,0,0,0
uricamic,0,2,0,,0,0,0,0
urielsade,0,9,0,,0,0,0,0
urinieto,43,50,13,,1,1,1,1
Urinx,3,6,0,,1,0,0,1
UrLab,7,61,57,,1,1,1,1
urmyfaith,0,1,0,,0,0,0,0
urnote,5,12,54,,1,1,1,1
urschrei,0,10,8,,0,1,0,1
ursk,10,10,0,,1,0,0,1
urtzai,4,4,3,,1,1,1,1
Urucas,0,1,0,,0,0,0,0
urule99,0,2,0,,0,0,0,0
urwid,17,69,2,,1,1,1,1
usabilla,0,1,0,,0,0,0,0
usableprivacy,0,47,57,,0,1,0,1
USC-ACTLab,0,48,0,,0,0,0,0
usc-isi,75,184,57,,1,1,1,1
usc-isi-i2,8,125,91,,1,1,1,1
USC-NSL,0,4,0,,0,0,0,0
USCC-LAB,0,2,2,,0,1,0,1
USCDataScience,2,38,0,,1,0,0,1
uscensusbureau,0,8,1,,0,1,0,1
usdivad,0,1,0,,0,0,0,0
useblocks,23,5,7,,1,1,1,1
usefulthings,0,3,0,,0,0,0,0
usegalaxy-eu,1,1,0,,1,0,0,1
user01,0,33,27,,0,1,0,1
username4gh,0,4,0,,0,0,0,0
userzimmermann,44,26,71,,1,1,1,1
UseTheApi,2,6,0,,1,0,0,1
usgo,0,30,11,,0,1,0,1
USGS-CIDA,0,3,3,,0,1,0,1
usig,0,7,0,,0,0,0,0
usingnamespace,0,1,0,,0,0,0,0
usit-gd,4,10,1,,1,1,1,1
uskudnik,0,9,0,,0,0,0,0
USMediaConsulting,0,2,0,,0,0,0,0
usnistgov,1,60,27,,1,1,1,1
usrlocalben,7,22,0,,1,0,0,1
USTB-LETTers,0,3,3,,0,1,0,1
ustcdane,1,49,0,,1,0,0,1
ustclug,0,18,29,,0,1,0,1
ustream,1,3,22,,1,1,1,1
ustroetz,0,12,1,,0,1,0,1
ustunb,6,26,21,,1,1,1,1
ustwo,2,14,0,,1,0,0,1
usuyama,0,2,0,,0,0,0,0
ut-ctr-nmc,3,7,0,,1,0,0,1
Utagai,0,4,0,,0,0,0,0
utah-scs,0,1,0,,0,0,0,0
utam0k,5,15,17,,1,1,1,1
utapyngo,1,1,0,,1,0,0,1
utcompling,1,10,0,,1,0,0,1
utcoupe,4,29,30,,1,1,1,1
utdb,1,67,8,,1,1,1,1
utds3lab,1,5,0,,1,0,0,1
utek,0,1,1,,0,1,0,1
utessel,0,2,0,,0,0,0,0
uthcode,0,18,1,,0,1,0,1
utiasASRL,5,28,0,,1,0,0,1
utiasSTARS,0,12,27,,0,1,0,1
utisam,1,13,0,,1,0,0,1
utkarsh9891,0,2,0,,0,0,0,0
UtkucanBykl,0,1,0,,0,0,0,0
utkusen,0,1,0,,0,0,0,0
utlco,25,11,9,,1,1,1,1
UTNkar,8,6,22,,1,1,1,1
uts-magic-lab,2,12,3,,1,1,1,1
UU-Hydro,8,2,31,,1,1,1,1
uubram,1,17,18,,1,1,1,1
UUDigitalHumanitieslab,3,93,44,,1,1,1,1
uunicorn,0,2,0,,0,0,0,0
UUUM,6,1,9,,1,1,1,1
uuverifiers,5,8,0,,1,0,0,1
uvacw,0,6,0,,0,0,0,0
uvasrg,0,7,17,,0,1,0,1
uvemas,18,43,1,,1,1,1,1
UVP-Tools,0,1,0,,0,0,0,0
UVVM,0,1,0,,0,0,0,0
uw-biomedical-ml,0,4,0,,0,0,0,0
UW-Hydro,45,23,0,,1,0,0,1
uw-it-aca,61,11,114,,1,1,1,1
uw-midsun,0,6,5,,0,1,0,1
uwdata,17,163,12,,1,1,1,1
uwehermann,0,2,0,,0,0,0,0
uweschmitt,3,1,0,,1,0,0,1
uwescience,34,427,116,,1,1,1,1
UWFlow,19,28,55,,1,1,1,1
uwgraphics,12,37,19,,1,1,1,1
UWNetworksLab,15,47,24,,1,1,1,1
uwnlp,0,20,16,,0,1,0,1
uwoseis,61,43,116,,1,1,1,1
uwplse,4,9,13,,1,1,1,1
uwsampa,3,17,0,,1,0,0,1
UWSEDS,0,2,0,,0,0,0,0
uyamazak,3,15,0,,1,0,0,1
uyaseen,0,14,0,,0,0,0,0
uzbl,1,16,3,,1,1,1,1
uZetta27,0,5,0,,0,0,0,0
uzh,0,20,6,,0,1,0,1
uzh-rpg,0,6,0,,0,0,0,0
uzumaxy,9,155,51,,1,1,1,1
V-FEXrt,15,5,18,,1,1,1,1
v0devil,0,2,0,,0,0,0,0
v154c1,0,4,0,,0,0,0,0
v1k45,19,1,29,,1,1,1,1
v1n337,0,17,0,,0,0,0,0
v3aqb,3,20,5,,1,1,1,1
v4nz666,1,23,34,,1,1,1,1
vaal-,7,24,36,,1,1,1,1
Vaan5,0,33,11,,0,1,0,1
vabh,0,1,0,,0,0,0,0
vacancy,41,163,227,,1,1,1,1
vaclavcadek,0,11,0,,0,0,0,0
VaclavDedik,21,48,26,,1,1,1,1
vad,1,2,1,,1,1,1,1
vadimadr,0,87,23,,0,1,0,1
vadimcn,3,9,1,,1,1,1,1
vadimkantorov,0,4,1,,0,1,0,1
Vadman97,0,10,15,,0,1,0,1
vadouvan,1,38,0,,1,0,0,1
Vaelor,0,10,29,,0,1,0,1
vagnur,0,15,0,,0,0,0,0
vahi-moses,0,4,0,,0,0,0,0
vahidR,0,1,4,,0,1,0,1
vahtras,4,24,0,,1,0,0,1
Vaibhav,0,1,0,,0,0,0,0
vaibhav-sinha,0,30,0,,0,0,0,0
vaideesg,10,24,46,,1,1,1,1
vaitech,4,5,6,,1,1,1,1
vakabus,0,8,1,,0,1,0,1
vakila,0,4,0,,0,0,0,0
val-iisc,7,9,7,,1,1,1,1
valarauca,6,2,0,,1,0,0,1
ValarDragon,0,1,0,,0,0,0,0
valdergallo,6,12,8,,1,1,1,1
ValdikSS,1,14,19,,1,1,1,1
valentinalexeev,0,2,0,,0,0,0,0
ValentineBlacker,0,1,0,,0,0,0,0
valentinmk,2,1,2,,1,1,1,1
valeriobasile,3,23,5,,1,1,1,1
valermor,0,2,0,,0,0,0,0
valerymelou,2,1,0,,1,0,0,1
valesi,11,203,25,,1,1,1,1
valgur,1,2,0,,1,0,0,1
valhallasw,1,10,2,,1,1,1,1
Valian,0,4,8,,0,1,0,1
valiantljk,16,352,63,,1,1,1,1
validator,0,1,0,,0,0,0,0
ValiMail,0,10,1,,0,1,0,1
valisc,0,20,0,,0,0,0,0
vallemrv,9,10,2,,1,1,1,1
vallis,8,12,0,,1,0,0,1
Valloric,2,35,27,,1,1,1,1
valnet,5,18,8,,1,1,1,1
valohai,5,55,22,,1,1,1,1
valrus,0,7,2,,0,1,0,1
vals,0,4,0,,0,0,0,0
valsteen,33,19,8,,1,1,1,1
valurhrafn,10,23,9,,1,1,1,1
ValvePython,15,63,45,,1,1,1,1
valyala,0,8,0,,0,0,0,0
vamitul,0,2,0,,0,0,0,0
vanceeasleaf,1,31,0,,1,0,0,1
vandenheuvel,67,559,650,,1,1,1,1
vanesa,1,15,8,,1,1,1,1
vanessajurtz,0,1,0,,0,0,0,0
vangj,0,88,37,,0,1,0,1
vanHavel,0,1,0,,0,0,0,0
vanhuyz,0,1,0,,0,0,0,0
vaniakosmos,6,26,27,,1,1,1,1
vansatchen,0,2,0,,0,0,0,0
vanttecmty,0,2,0,,0,0,0,0
Vanuan,0,5,19,,0,1,0,1
VanushVaswani,1,8,0,,1,0,0,1
vapor-ware,6,42,0,,1,0,0,1
varapp,16,133,36,,1,1,1,1
varazir,0,4,1,,0,1,0,1
varenius,0,2,0,,0,0,0,0
varepsilon,0,9,3,,0,1,0,1
variable,0,23,0,,0,0,0,0
variar,3,11,0,,1,0,0,1
varnish,0,2,1,,0,1,0,1
varqox,0,2,0,,0,0,0,0
Varriount,3,17,7,,1,1,1,1
varun-suresh,0,4,0,,0,0,0,0
varunagrawal,0,4,0,,0,0,0,0
varunjammula,0,1,0,,0,0,0,0
vasilcovsky,0,6,14,,0,1,0,1
vasilysinitsin,0,2,5,,0,1,0,1
vassim,2,13,5,,1,1,1,1
Vassius,0,5,0,,0,0,0,0
vasumv,0,3,0,,0,0,0,0
vasurenganathan,0,1,3,,0,1,0,1
vatlab,26,48,8,,1,1,1,1
vavrek,0,2,0,,0,0,0,0
vbeffara,0,1,0,,0,0,0,0
vberlier,3,8,11,,1,1,1,1
vbkaisetsu,1,20,0,,1,0,0,1
vc12345679,0,8,7,,0,1,0,1
VCCRI,0,1,1,,0,1,0,1
VCTLabs,2,10,0,,1,0,0,1
vdcrim,0,15,0,,0,0,0,0
vdloo,1,70,5,,1,1,1,1
vdmitriyev,1,12,1,,1,1,1,1
vdmtools,1,6,0,,1,0,0,1
vdot,9,12,3,,1,1,1,1
vdrhtc,0,2,0,,0,0,0,0
vdt,11,8,4,,1,1,1,1
vdumoulin,0,6,0,,0,0,0,0
vector-im,0,1,0,,0,0,0,0
Vector35,511,37,277,,1,1,1,1
VectorBlox,0,15,8,,0,1,0,1
vedgar,18,209,38,,1,1,1,1
veegee,48,14,38,,1,1,1,1
veekun,31,78,21,,1,1,1,1
veer66,0,3,1,,0,1,0,1
veeresht,1,17,4,,1,1,1,1
veeti,1,3,0,,1,0,0,1
vega,0,1,2,,0,1,0,1
veggiedefender,0,4,0,,0,0,0,0
Veil-Framework,1,25,0,,1,0,0,1
vektorlab,1,28,9,,1,1,1,1
velolala,0,3,0,,0,0,0,0
veltzer,0,1,0,,0,0,0,0
vendi12,0,7,0,,0,0,0,0
vene,0,82,11,,0,1,0,1
venediktov,0,4,0,,0,0,0,0
venmo,33,22,20,,1,1,1,1
VeNoMouS,7,2,5,,1,1,1,1
VenomzGaming,3,5,33,,1,1,1,1
Venryx,2,2,0,,1,0,0,1
Venskiy,1,2,7,,1,1,1,1
venth,3,30,5,,1,1,1,1
venthur,3,25,1,,1,1,1,1
Ventrosky,0,40,0,,0,0,0,0
veo-labs,0,5,3,,0,1,0,1
veorq,0,1,0,,0,0,0,0
ver228,17,137,44,,1,1,1,1
verbosemode,0,1,0,,0,0,0,0
verdictdb,0,2,8,,0,1,0,1
verdverm,6,44,4,,1,1,1,1
VerenigingCampusKabel,2,1,0,,1,0,0,1
vergecurrency,4,250,33,,1,1,1,1
verginer,0,12,6,,0,1,0,1
vergl4s,0,21,5,,0,1,0,1
VerifiableRobotics,2,18,1,,1,1,1,1
verificarlo,0,3,0,,0,0,0,0
verifiedpixel,7,27,11,,1,1,1,1
verigak,2,2,7,,1,1,1,1
verilylifesciences,0,17,52,,0,1,0,1
verisign,1,4,0,,1,0,0,1
veritas-shine,5,20,2,,1,1,1,1
Verites,0,8,0,,0,0,0,0
VerizonDigital,0,4,0,,0,0,0,0
verleihtool,0,1,10,,0,1,0,1
Verlihub,0,2,0,,0,0,0,0
vermer,0,1,1,,0,1,0,1
versae,15,19,10,,1,1,1,1
versatica,6,32,0,,1,0,0,1
verse,1,4,20,,1,1,1,1
vert-x3,59,47,16,,1,1,1,1
vertcoin,10,258,30,,1,1,1,1
vertelab,4,18,0,,1,0,0,1
vertexproject,27,233,4,,1,1,1,1
vertical-knowledge,48,21,147,,1,1,1,1
VertNet,0,1,0,,0,0,0,0
vertoe,0,44,1,,0,1,0,1
veryhappythings,0,3,15,,0,1,0,1
ves-code,0,2,2,,0,1,0,1
vesche,0,4,0,,0,0,0,0
Vesihiisi,1,29,0,,1,0,0,1
vesis84,0,15,0,,0,0,0,0
vespa-engine,0,3,0,,0,0,0,0
Vesuvium,0,1,0,,0,0,0,0
VetoProjects,0,4,0,,0,0,0,0
vetu11,5,10,73,,1,1,1,1
veusz,64,111,67,,1,1,1,1
VEVO,1,3,0,,1,0,0,1
vex1023,1,4,15,,1,1,1,1
vfaronov,1,5,4,,1,1,1,1
vFense,0,80,298,,0,1,0,1
vfilimonov,0,6,5,,0,1,0,1
vforgione,1,3,6,,1,1,1,1
vfxetc,0,3,6,,0,1,0,1
vg,9,13,13,,1,1,1,1
vgrem,2,7,133,,1,1,1,1
vgripon,0,4,0,,0,0,0,0
vhakulinen,0,4,24,,0,1,0,1
vhbit,0,8,3,,0,1,0,1
vheon,2,5,2,,1,1,1,1
vhernandez,0,1,0,,0,0,0,0
vhf,3,35,10,,1,1,1,1
vhpanisa,1,3,0,,1,0,0,1
vhscampos,0,13,0,,0,0,0,0
vhumpa,16,3,7,,1,1,1,1
viacoin,4,65,3,,1,1,1,1
ViaFerrata,4,14,0,,1,0,0,1
viaict,27,102,152,,1,1,1,1
vialectrum,25,163,83,,1,1,1,1
vianasw,0,2,5,,0,1,0,1
viatoriche,5,20,10,,1,1,1,1
viatsko,0,4,0,,0,0,0,0
viblo,15,25,6,,1,1,1,1
vic,0,1,0,,0,0,0,0
vicalloy,15,17,5,,1,1,1,1
vicaya,0,2,0,,0,0,0,0
vicente-gonzalez-ruiz,0,6,1,,0,1,0,1
vicenteneto,7,5,16,,1,1,1,1
Vict0rSch,0,1,0,,0,0,0,0
victims,3,14,10,,1,1,1,1
victorfsf,3,25,0,,1,0,0,1
Victorian-Bioinformatics-Consortium,1,76,18,,1,1,1,1
victorlei,7,31,0,,1,0,0,1
victorneo,0,1,0,,0,0,0,0
VictorPelaez,0,7,0,,0,0,0,0
VictorRodriguez,0,3,0,,0,0,0,0
victorstanciu,0,2,0,,0,0,0,0
victorvde,0,64,8,,0,1,0,1
ViDA-NYU,9,58,9,,1,1,1,1
videns,0,6,0,,0,0,0,0
videntity,0,1,7,,0,1,0,1
ViderumGlobal,2,13,23,,1,1,1,1
vidursatija,0,12,0,,0,0,0,0
vied12,34,38,7,,1,1,1,1
viekie,0,10,2,,0,1,0,1
viennacl,21,13,17,,1,1,1,1
ViennaRNA,4,57,10,,1,1,1,1
VieVie31,2,11,0,,1,0,0,1
viewfinderco,60,857,253,,1,1,1,1
Vifon,0,2,0,,0,0,0,0
vigetlabs,1,35,0,,1,0,0,1
VigiZhang,0,2,0,,0,0,0,0
viglesiasce,1,4,0,,1,0,0,1
vigojug,0,9,5,,0,1,0,1
vigsterkr,2,8,5,,1,1,1,1
viisar,8,19,3,,1,1,1,1
vijaykatam,8,7,4,,1,1,1,1
vijos,4,42,70,,1,1,1,1
viking-gps,0,1,0,,0,0,0,0
vikingco,5,12,24,,1,1,1,1
VikParuchuri,24,104,2,,1,1,1,1
vikraman,0,2,0,,0,0,0,0
vikstrous,1,4,0,,1,0,0,1
ViktorM,8,53,17,,1,1,1,1
ViktorStiskala,0,1,0,,0,0,0,0
vikwin,0,11,26,,0,1,0,1
vilcans,4,8,4,,1,1,1,1
vilemnovak,54,1,5,,1,1,1,1
ViliamV,2,1,0,,1,0,0,1
village-people,17,59,56,,1,1,1,1
VillanCh,15,22,15,,1,1,1,1
ville-k,0,4,1,,0,1,0,1
vilterp,0,3,0,,0,0,0,0
vim-awesome,3,10,7,,1,1,1,1
Vim-cn,1,10,0,,1,0,0,1
vim-scripts,72,147,95,,1,1,1,1
vimalkvn,0,4,1,,0,1,0,1
vimalloc,0,4,105,,0,1,0,1
vimeo,3,29,15,,1,1,1,1
VimFeed,0,1,0,,0,0,0,0
Vimjas,3,5,8,,1,1,1,1
vimwiki,0,4,5,,0,1,0,1
vinayan3,0,1,1,,0,1,0,1
vinayinvicible,10,4,5,,1,1,1,1
Vinc3r,0,1,0,,0,0,0,0
vincecarney,0,1,0,,0,0,0,0
vinced,2,17,0,,1,0,0,1
vincent-noel,0,58,0,,0,0,0,0
vincentbernat,0,1,0,,0,0,0,0
vincentchoqueuse,13,11,31,,1,1,1,1
vincentjs,0,10,0,,0,0,0,0
vincentvaneylen,0,2,0,,0,0,0,0
vincentvdk,0,12,0,,0,0,0,0
vincenzo,0,2,0,,0,0,0,0
vindimy,11,2,0,,1,0,0,1
vindolin,2,13,9,,1,1,1,1
vindvaki,0,2,0,,0,0,0,0
vineodd,100,186,105,,1,1,1,1
vingtfranc,0,44,4,,0,1,0,1
vinhkhuc,0,10,0,,0,0,0,0
vinhqdang,0,16,0,,0,0,0,0
vinicius-ronconi,0,8,8,,0,1,0,1
viniciuschiele,6,14,58,,1,1,1,1
vinitraj10,0,2,2,,0,1,0,1
vinnyoodles,0,4,0,,0,0,0,0
vinnyspb,0,1,0,,0,0,0,0
vinpac,1,5,7,,1,1,1,1
vint21h,0,8,0,,0,0,0,0
vinta,6,10,16,,1,1,1,1
vintasoftware,24,23,22,,1,1,1,1
vipshop,0,12,0,,0,0,0,0
vipul-sharma20,0,3,1,,0,1,0,1
vipul-tm,64,5,4,,1,1,1,1
vir,1,27,0,,1,0,0,1
vir-mir,5,23,2,,1,1,1,1
viraintel,5,28,61,,1,1,1,1
viraja1,4,5,0,,1,0,0,1
viralogic,0,20,0,,0,0,0,0
ViralTexts,0,51,0,,0,0,0,0
virantha,4,4,5,,1,1,1,1
VirgilSecurity,0,14,120,,0,1,0,1
virt-manager,57,148,86,,1,1,1,1
virt-who,16,50,67,,1,1,1,1
virtacoin,0,1,0,,0,0,0,0
virtadpt,0,1,0,,0,0,0,0
virtool,5,161,8,,1,1,1,1
virtualanup,0,4,7,,0,1,0,1
virtuald,5,4,3,,1,1,1,1
virtualguywithabowtie,0,3,0,,0,0,0,0
virtualopensystems,0,1,0,,0,0,0,0
virtualrobotix,49,44,40,,1,1,1,1
virtuozzo,0,1,0,,0,0,0,0
VirusTotal,0,3,0,,0,0,0,0
Visgean,3,4,1,,1,1,1,1
vishnevskiy,12,26,5,,1,1,1,1
vishnubob,13,75,64,,1,1,1,1
vishnupriyam,0,1,0,,0,0,0,0
vishpat,0,2,0,,0,0,0,0
vishwa91,0,5,0,,0,0,0,0
visio2img,1,1,2,,1,1,1,1
vision1983,0,1,13,,0,1,0,1
visionegg,15,4,0,,1,0,0,1
visipedia,1,19,0,,1,0,0,1
VisitBoy,0,2,1,,0,1,0,1
VisTrails,127,140,213,,1,1,1,1
VisualComputingInstitute,6,49,1,,1,1,1,1
visualfabriq,2,20,1,,1,1,1,1
viswanathgs,0,6,16,,0,1,0,1
vit-,1,13,13,,1,1,1,1
vit9696,0,1,33,,0,1,0,1
vitaliyf,0,4,1,,0,1,0,1
vitaliyp,0,2,0,,0,0,0,0
vitapluvia,0,1,0,,0,0,0,0
vitay,25,12,40,,1,1,1,1
vitchyr,19,50,14,,1,1,1,1
Vitens,3,1,29,,1,1,1,1
vitesse-ftian,0,8,0,,0,0,0,0
vithursant,0,3,0,,0,0,0,0
vitmalina,1,3,0,,1,0,0,1
vitojph,0,19,13,,0,1,0,1
vitords,0,5,8,,0,1,0,1
vitorfs,2,10,27,,1,1,1,1
VitorHugoAguiar,0,2,0,,0,0,0,0
VitoVan,0,31,0,,0,0,0,0
vittoriozamboni,2,1,1,,1,1,1,1
vittvolt,0,8,0,,0,0,0,0
viur-framework,16,79,27,,1,1,1,1
vivekn,0,3,0,,0,0,0,0
viveksck,7,3,1,,1,1,1,1
Vivero,0,7,5,,0,1,0,1
vividvilla,0,24,2,,0,1,0,1
vivienm,0,7,6,,0,1,0,1
vivier,0,3,0,,0,0,0,0
vivisect,0,29,0,,0,0,0,0
vivlabs,0,3,0,,0,0,0,0
vivocoin,0,61,5,,0,1,0,1
vixcess,5,2,0,,1,0,0,1
viz4biz,0,47,0,,0,0,0,0
vizorvr,5,3,0,,1,0,0,1
vjoel,0,1,0,,0,0,0,0
vk-brain,12,43,19,,1,1,1,1
vk-com,0,1,0,,0,0,0,0
Vkomini,0,4,0,,0,0,0,0
vkruoso,0,3,0,,0,0,0,0
vkryachko,5,58,24,,1,1,1,1
vkurup,3,4,20,,1,1,1,1
vladcalin,21,76,14,,1,1,1,1
Vladec,2,2,0,,1,0,0,1
vladfi1,23,135,11,,1,1,1,1
vladfolts,0,2,9,,0,1,0,1
Vladimir37,0,2,0,,0,0,0,0
vladimirdolzhenko,0,1,0,,0,0,0,0
vladimirvivien,0,1,0,,0,0,0,0
Vladkryvoruchko,2,8,6,,1,1,1,1
vladozc,0,6,11,,0,1,0,1
vladpopovici,0,70,10,,0,1,0,1
vladris,0,10,0,,0,0,0,0
vladsandulescu,0,1,1,,0,1,0,1
vladsaveliev,0,76,5,,0,1,0,1
VLAM3D,0,5,2,,0,1,0,1
vlameiras,0,1,2,,0,1,0,1
vlandham,0,5,0,,0,0,0,0
vlasovskikh,1,15,2,,1,1,1,1
vlegoff,404,614,1276,,1,1,1,1
vlevit,0,5,2,,0,1,0,1
vlievin,0,18,0,,0,0,0,0
vllab,0,4,7,,0,1,0,1
vlopezferrando,0,15,0,,0,0,0,0
vlouf,1,10,1,,1,1,1,1
vlow,0,2,1,,0,1,0,1
vmaffione,0,7,0,,0,0,0,0
vmagamedov,34,213,111,,1,1,1,1
vmAggies,1,5,4,,1,1,1,1
vmalloc,30,151,29,,1,1,1,1
VMatrixTeam,0,155,82,,0,1,0,1
vmayoral,1,81,0,,1,0,0,1
vmchale,0,2,0,,0,0,0,0
vmenger,0,11,0,,0,0,0,0
vmfarms,5,5,3,,1,1,1,1
vmg,0,2,0,,0,0,0,0
vmichals,0,3,0,,0,0,0,0
vmlaker,1,5,4,,1,1,1,1
vmojzis,8,34,1,,1,1,1,1
vmonaco,3,30,5,,1,1,1,1
vmprof,4,8,4,,1,1,1,1
vmw-loginsight,0,6,0,,0,0,0,0
vmware,49,75,63,,1,1,1,1
vmx,0,1,6,,0,1,0,1
vnarayan13,9,50,0,,1,0,0,1
vnmabus,3,2,0,,1,0,0,1
vnn,0,5,0,,0,0,0,0
vnpy,15,33,67,,1,1,1,1
vntarasov,133,267,136,,1,1,1,1
voanna,0,15,0,,0,0,0,0
voc,5,29,7,,1,1,1,1
vocalodon,4,53,36,,1,1,1,1
vodik,4,2,1,,1,1,1,1
Vogtinator,8,15,2,,1,1,1,1
voicesauce,11,14,16,,1,1,1,1
voidfiles,5,1,19,,1,1,1,1
VoigtLab,0,14,0,,0,0,0,0
voilet,2,8,56,,1,1,1,1
VoIP-co-uk,4,3,0,,1,0,0,1
VoIPGRID,1,1,3,,1,1,1,1
voipir,9,28,91,,1,1,1,1
vojtajina,0,11,0,,0,0,0,0
VojtechBartos,9,45,20,,1,1,1,1
vojtechtrefny,0,5,3,,0,1,0,1
volatilityfoundation,47,1009,149,,1,1,1,1
voldemort,0,7,2,,0,1,0,1
Voleking,0,3,0,,0,0,0,0
volker48,0,2,2,,0,1,0,1
volkerp,0,5,0,,0,0,0,0
vollib,0,50,0,,0,0,0,0
volodink,0,6,0,,0,0,0,0
VoltDB,4,49,3,,1,1,1,1
voltgrid,1,1,0,,1,0,0,1
VOLTTRON,7,100,13,,1,1,1,1
Voluntarynet,16,25,11,,1,1,1,1
Volvagia356,1,1,0,,1,0,0,1
vondrejc,26,54,14,,1,1,1,1
vooon,0,11,4,,0,1,0,1
vorakl,0,1,0,,0,0,0,0
vornne,0,12,0,,0,0,0,0
vortex-exoplanet,0,13,0,,0,0,0,0
vortexntnu,0,1,0,,0,0,0,0
votca,0,2,0,,0,0,0,0
vovanbo,25,22,56,,1,1,1,1
vovanec,1,1,1,,1,1,1,1
vovkos,1,1,1,,1,1,1,1
VoxelGamesLib,0,3,0,,0,0,0,0
voxmedia,41,69,56,,1,1,1,1
voxpupuli,1,12,1,,1,1,1,1
voxx,1,2,0,,1,0,0,1
voyagersearch,21,33,20,,1,1,1,1
voytekresearch,1,1,3,,1,1,1,1
vpelletier,13,22,3,,1,1,1,1
vphilippon,0,19,4,,0,1,0,1
vpp-dev,26,45,165,,1,1,1,1
vprusso,0,26,0,,0,0,0,0
vrama91,0,20,0,,0,0,0,0
vrancurel,0,1,0,,0,0,0,0
vrde,2,1,0,,1,0,0,1
Vrekrer,0,4,88,,0,1,0,1
vrenkens,2,68,55,,1,1,1,1
vreon,5,7,27,,1,1,1,1
vrettasm,0,7,0,,0,0,0,0
vrk-kpa,1,16,6,,1,1,1,1
vrothberg,0,1,0,,0,0,0,0
vrsys,34,27,11,,1,1,1,1
vrtadmin,12,23,1,,1,1,1,1
vrum,46,64,10,,1,1,1,1
vrutkovs,16,20,10,,1,1,1,1
vsbuffalo,0,3,0,,0,0,0,0
vsergeev,0,2,15,,0,1,0,1
vshn,0,8,16,,0,1,0,1
vshymanskyy,3,4,0,,1,0,0,1
vslavik,26,123,19,,1,1,1,1
vsmolyakov,0,14,0,,0,0,0,0
vsoch,0,2,0,,0,0,0,0
